"gender","age","height","weight","nc.score"
"7496","Male",20,170,65.7,2.02
"7497","Female",21,166,70,2.12
"7498","Male",20,183,79.7,1.63
"7499","Female",24,156,62.6,1.38
"7500","Female",22,156,63,1.34
"7501","Male",21,164,65.2,2.75
"7502","Male",22,164,68.8,1.3
"7503","Male",19,182,81.7,2.73
"7504","Male",21,174,76.9,1.18
"7505","Female",23,172,71.9,2.15
"7506","Female",50,162,65.4,2.16
"7507","Male",21,169,72.9,1.48
"7508","Female",62,167,69.8,1.65
"7509","Male",39,166,69.5,3.69
"7510","Male",23,176,74.3,2.6
"7511","Female",21,166,64.7,3.09
"7512","Male",22,176,76.8,1.35
"7513","Male",20,182,82.1,2.64
"7514","Female",19,167,68.5,3.8
"7515","Female",19,161,63.5,1.86
"7516","Male",20,183,82.9,1.67
"7517","Female",19,167,70.2,1.47
"7518","Male",55,179,81.5,1.71
"7519","Male",23,182,77.3,2.09
"7520","Male",21,193,89.8,1.12
"7521","Male",21,193,85.8,2.78
"7522","Female",21,161,64.8,1.11
"7523","Female",22,164,65.1,2.09
"7524","Female",21,172,72.1,3.55
"7525","Female",22,169,72,1.25
"7526","Female",20,151,62.4,1.61
"7527","Male",23,190,88.2,3.76
"7528","Female",20,163,65.5,2.3
"7529","Male",22,162,65.2,1.56
"7530","Female",22,165,67.7,2.33
"7531","Female",21,164,69.7,3.04
"7532","Female",21,162,64.4,3.23
"7533","Male",19,182,85.9,2.96
"7534","Female",25,166,71.4,2.45
"7535","Female",25,152,65.6,1.02
"7536","Female",22,159,63.6,1.16
"7537","Female",19,168,66.3,2.63
"7538","Female",23,164,67.5,2.96
"7539","Male",19,178,76.1,1.4
"7540","Female",20,149,56.2,1.64
"7541","Female",19,168,72.7,2.11
"7542","Female",23,160,65,3.19
"7543","Female",19,155,61.9,1.55
"7544","Female",20,151,66.8,1.03
"7545","Male",18,188,85.5,3.14
"7546","Male",26,188,88.3,2.45
"7547","Female",22,158,64.7,3.18
"7548","Female",21,172,71.6,1.07
"7549","Female",50,177,79.3,1.21
"7550","Female",20,156,64.2,1.95
"7551","Female",22,168,70.8,3.35
"7552","Female",19,163,64.7,1.07
"7553","Male",20,179,73.9,2.93
"7554","Female",21,150,65.1,1.98
"7555","Male",22,168,71.6,1.72
"7556","Male",20,182,79.1,3.37
"7557","Male",22,175,72.6,1.02
"7558","Female",22,173,72.2,1.4
"7559","Male",22,185,84.2,3.02
"7560","Male",19,175,71.8,2.85
"7561","Female",19,158,59.7,2.12
"7562","Male",21,188,84.9,2.76
"7563","Male",23,177,75.3,3.03
"7564","Male",18,174,75.8,1.27
"7565","Male",21,185,81,2.66
"7566","Female",24,158,63.9,2.38
"7567","Female",19,168,69,1.98
"7568","Male",23,172,77,2.32
"7569","Male",21,177,76.7,3.19
"7570","Male",63,184,84.4,2.48
"7571","Female",21,166,67.4,1.85
"7572","Male",20,179,80.4,3.62
"7573","Male",22,183,80.6,1.03
"7574","Male",22,183,84.1,2.88
"7575","Male",21,171,67.7,1.17
"7576","Female",22,182,80.3,2.92
"7577","Male",21,180,78.2,2.53
"7578","Female",21,175,76.4,1.47
"7579","Male",22,176,80.1,1.12
"7580","Female",19,162,62.8,3.99
"7581","Female",20,164,70.3,2.54
"7582","Female",23,148,60.5,1.24
"7583","Female",21,150,57.9,1.89
"7584","Female",20,160,64.7,1.12
"7585","Male",20,180,73.4,3.23
"7586","Female",41,162,64.9,2.16
"7587","Female",24,160,63.9,1.05
"7588","Male",22,166,68.5,2.4
"7589","Female",22,167,69.2,1.18
"7590","Male",24,184,85.4,1.32
"7591","Female",19,156,57.8,2.16
"7592","Male",22,176,78.4,2.01
"7593","Male",20,178,80.6,1.99
"7594","Male",19,167,65.1,1.95
"7595","Male",19,189,90.1,3.5
"7596","Female",23,160,59.1,1.03
"7597","Male",26,180,77,1.5
"7598","Male",22,188,90.3,1.15
"7599","Male",22,177,78.3,1.44
"7600","Female",21,169,68.5,1.42
"7601","Male",19,174,78.3,1.27
"7602","Male",25,170,74.9,1.01
"7603","Female",21,159,71.7,1.14
"7604","Male",21,176,76.4,2.64
"7605","Female",20,159,66.3,1.89
"7606","Female",23,155,59.8,1.72
"7607","Male",22,183,82.3,1.86
"7608","Male",24,179,78.6,1.21
"7609","Male",20,185,84.2,2.47
"7610","Female",19,172,68.6,1.2
"7611","Female",21,169,65,1.69
"7612","Male",21,174,75.1,1.71
"7613","Female",19,157,64.4,2.16
"7614","Male",23,189,86.6,2.16
"7615","Female",19,171,73.3,1.38
"7616","Female",22,163,70.2,1.39
"7617","Female",23,157,65.8,3.84
"7618","Female",23,167,71.6,1.94
"7619","Female",19,165,66.2,2.5
"7620","Male",20,189,90.9,1.45
"7621","Male",21,167,72.4,2.52
"7622","Female",50,170,71.7,3.2
"7623","Female",18,171,74,3.81
"7624","Male",19,178,72.7,1.53
"7625","Male",20,183,82.7,1.03
"7626","Female",19,162,65.2,1.77
"7627","Female",18,159,64,2.92
"7628","Female",23,172,72,1.22
"7629","Female",22,146,61.1,2.08
"7630","Female",20,171,71.1,1.79
"7631","Female",19,174,70.6,2.94
"7632","Male",22,191,89.3,2.91
"7633","Female",20,162,64.8,2.61
"7634","Female",26,168,68.2,3.88
"7635","Female",22,172,75.7,2.44
"7636","Female",24,148,62.6,3.07
"7637","Female",21,168,72.2,1.29
"7638","Female",45,165,68.8,2.5
"7639","Male",23,194,92,2.28
"7640","Male",21,170,70.6,2.64
"7641","Male",20,188,87.8,2.7
"7642","Female",22,165,70.8,2.81
"7643","Female",19,163,69.8,2.46
"7644","Female",25,178,76.6,1.85
"7645","Male",23,184,79.8,1.9
"7646","Female",19,159,64,3.13
"7647","Female",22,160,65,1.99
"7648","Female",20,168,69.7,1.11
"7649","Male",23,171,70,1.42
"7650","Male",21,181,75.8,2.55
"7651","Female",22,168,69.3,3.16
"7652","Male",25,166,63.7,3.36
"7653","Male",20,183,78.7,2
"7654","Male",27,189,89.9,1.96
"7655","Female",26,159,70.1,2.17
"7656","Male",24,183,79.9,1.53
"7657","Female",19,155,64,1
"7658","Male",24,177,80.3,1.18
"7659","Male",20,167,65.5,3.56
"7660","Male",19,183,79.1,2.64
"7661","Male",36,183,82.6,1.26
"7662","Male",23,173,71,1.26
"7663","Male",22,179,81.6,1.67
"7664","Male",22,187,86.9,2.54
"7665","Male",22,175,71.3,2.81
"7666","Female",20,174,69.6,2.85
"7667","Female",19,161,64.9,1.39
"7668","Male",21,169,67.6,2.93
"7669","Female",56,166,65.8,2.41
"7670","Female",20,159,64.5,1.06
"7671","Male",22,171,71.8,2.4
"7672","Male",26,166,69.2,1.27
"7673","Female",28,161,63,1.57
"7674","Male",22,169,66.4,3.86
"7675","Male",22,182,80.1,2.58
"7676","Male",24,185,82.6,1.3
"7677","Female",22,158,67.7,2.45
"7678","Female",19,163,66.4,3.9
"7679","Female",20,170,69.9,1.34
"7680","Female",22,159,65.4,1.02
"7681","Female",20,160,66.1,3.06
"7682","Female",60,173,71.9,1.38
"7683","Male",19,167,67.1,1.33
"7684","Female",24,171,70.8,2.2
"7685","Female",20,157,60.9,1.05
"7686","Female",23,164,67.7,2.12
"7687","Male",24,180,78.1,1.93
"7688","Male",23,175,74.7,1.33
"7689","Female",63,152,64,2.19
"7690","Female",22,168,71.6,3.12
"7691","Male",22,175,80.2,1.72
"7692","Female",23,162,65.2,1.69
"7693","Male",22,179,74.5,1.35
"7694","Female",60,164,67.6,1.28
"7695","Male",23,186,85.6,3.04
"7696","Female",21,170,71.1,1.49
"7697","Male",22,174,73.9,3.32
"7698","Female",22,156,64.1,2.62
"7699","Female",24,166,67.1,1.89
"7700","Female",21,166,64.8,1.78
"7701","Male",19,160,63.3,1.54
"7702","Female",22,161,65.5,2.09
"7703","Male",20,180,80.4,1.29
"7704","Male",20,175,77.5,3.46
"7705","Male",20,169,72.8,3.33
"7706","Male",25,166,66.2,3.5
"7707","Male",25,181,75,1.91
"7708","Female",21,160,62,3.75
"7709","Male",19,176,76.4,1.91
"7710","Male",25,188,86.9,2.25
"7711","Male",25,174,69.9,1.23
"7712","Female",34,169,68.3,2.75
"7713","Male",24,179,75.1,2.18
"7714","Female",25,140,55.2,2.09
"7715","Male",21,185,80.5,2.21
"7716","Male",21,194,94.2,1.61
"7717","Female",27,162,67.2,3.88
"7718","Female",19,174,73.6,1.36
"7719","Male",21,179,78.9,2.99
"7720","Female",21,165,63.9,1.31
"7721","Female",26,165,68.2,1.46
"7722","Male",23,191,90,2.35
"7723","Female",21,169,72.9,2.24
"7724","Male",20,187,85.2,1.89
"7725","Female",20,159,65.5,1.43
"7726","Male",56,185,83.4,1.59
"7727","Female",21,168,70.6,3.88
"7728","Female",19,170,67.6,2.38
"7729","Female",18,164,70.7,2.61
"7730","Female",22,167,69.4,2.31
"7731","Male",21,183,81.9,3.85
"7732","Male",23,188,87.7,1.68
"7733","Male",23,172,72.6,1.61
"7734","Female",21,148,63.8,1.03
"7735","Male",22,173,75.7,1.96
"7736","Male",22,184,81,1.07
"7737","Female",41,158,63.3,2.08
"7738","Male",18,186,81.8,3.03
"7739","Male",23,170,73.7,2.93
"7740","Female",24,143,58.9,1.34
"7741","Male",21,177,73.7,3.37
"7742","Male",19,165,66.6,1.68
"7743","Male",23,170,68.1,1.32
"7744","Female",20,172,73.1,1
"7745","Male",21,176,75,2.95
"7746","Female",21,162,70.3,1.76
"7747","Male",20,191,87.7,3.07
"7748","Male",20,181,84,3.64
"7749","Female",20,180,79.1,1.51
"7750","Male",21,169,69.2,1.25
"7751","Male",24,187,85.8,1.63
"7752","Male",19,176,73.5,1.53
"7753","Female",22,169,71.8,3.07
"7754","Male",22,180,78,1.23
"7755","Female",18,158,67,1.99
"7756","Female",27,170,73.6,1.2
"7757","Female",19,174,73.6,1.57
"7758","Male",21,186,81.3,2.37
"7759","Female",20,158,61.1,1.13
"7760","Male",23,193,94.4,1.97
"7761","Female",20,172,71.8,1.95
"7762","Male",24,182,78.5,1.78
"7763","Male",21,177,73.1,1.97
"7764","Female",24,161,63.5,2.3
"7765","Male",20,170,73.8,1.53
"7766","Male",19,172,71,1.99
"7767","Male",23,173,74.4,2.73
"7768","Male",20,188,87.4,3.5
"7769","Male",25,185,82.8,1.44
"7770","Female",21,171,73.5,1.11
"7771","Female",23,168,70,1.1
"7772","Female",23,165,63.8,3.38
"7773","Male",19,162,64.6,2.01
"7774","Female",21,156,64.2,3.06
"7775","Female",22,170,72.8,1.23
"7776","Male",19,180,81,3.07
"7777","Female",23,178,75.8,3.33
"7778","Female",18,163,66.3,1.19
"7779","Male",23,181,77.9,3.08
"7780","Male",21,194,95.1,2.72
"7781","Male",54,175,74.7,2.44
"7782","Female",21,139,56.5,1.14
"7783","Male",19,182,78.7,1.66
"7784","Male",19,199,97.2,3.62
"7785","Female",18,172,75.6,1.34
"7786","Male",19,180,81.9,2.54
"7787","Female",18,162,70.9,1.07
"7788","Male",22,186,80.8,2.92
"7789","Male",24,184,80.9,1.55
"7790","Male",23,176,75.6,2.13
"7791","Male",23,171,71.8,1.49
"7792","Male",20,178,74.2,2.84
"7793","Female",21,164,67.1,1.89
"7794","Male",24,182,78.7,3.18
"7795","Male",19,178,75.9,1.4
"7796","Male",23,181,75.8,2.64
"7797","Female",20,169,69,2.92
"7798","Male",20,181,81.5,1.24
"7799","Male",19,181,80.2,1.2
"7800","Female",22,175,73.6,1.7
"7801","Female",20,168,67,2.64
"7802","Female",21,160,62.6,2.66
"7803","Female",20,159,66.1,1.59
"7804","Male",19,186,84.7,1.2
"7805","Female",21,183,82.8,2.77
"7806","Male",19,195,98.1,3.48
"7807","Female",21,175,77.7,1.1
"7808","Male",25,164,71,3.28
"7809","Female",20,157,61.4,2.12
"7810","Female",19,176,77.6,1.16
"7811","Female",22,150,63.7,1.21
"7812","Female",23,162,66.8,1.19
"7813","Female",22,170,72.7,1.26
"7814","Female",21,165,69.7,1.19
"7815","Female",21,170,73.3,1.51
"7816","Male",23,184,87.3,1.86
"7817","Male",19,180,76.3,1.54
"7818","Female",20,162,69.2,1.6
"7819","Male",23,184,84.7,1.29
"7820","Female",21,168,68.8,2.02
"7821","Male",61,174,78.2,2.57
"7822","Male",19,156,63.3,1.8
"7823","Male",18,179,76.1,3.61
"7824","Male",22,172,74.6,1.49
"7825","Female",19,175,74.3,1.14
"7826","Female",20,167,69.1,1.18
"7827","Male",41,187,85.9,3.63
"7828","Female",20,170,68.7,1.63
"7829","Female",23,163,67.1,2.29
"7830","Male",23,176,72.5,1.9
"7831","Male",21,183,82.5,1.07
"7832","Female",22,162,63.3,1.05
"7833","Female",20,163,69.5,3.66
"7834","Female",18,167,72.6,2.62
"7835","Male",20,184,79.7,1.68
"7836","Female",23,168,68.6,2.74
"7837","Female",21,159,62.7,1.94
"7838","Male",20,185,82.1,2.2
"7839","Female",27,161,67.4,2.19
"7840","Female",20,163,64.7,1.79
"7841","Female",18,168,73.6,1.72
"7842","Female",24,164,66,2.04
"7843","Male",21,176,73.3,3.08
"7844","Male",20,173,72,3.04
"7845","Female",21,154,60.4,1.52
"7846","Female",20,167,70,1.62
"7847","Male",25,179,77.8,1.56
"7848","Male",23,177,78.2,1.31
"7849","Male",21,176,76.1,3
"7850","Female",20,166,65.9,3.69
"7851","Female",21,175,75.1,1.41
"7852","Female",26,160,65.3,2.07
"7853","Female",20,156,62.8,1.06
"7854","Male",20,176,72.1,1.57
"7855","Female",20,172,71.3,3.36
"7856","Female",22,157,62.6,2.89
"7857","Male",21,173,68.8,1.65
"7858","Male",20,195,92.9,1.55
"7859","Male",22,186,82.3,2.3
"7860","Female",22,164,69.1,3.79
"7861","Female",23,166,68.9,1.16
"7862","Female",20,166,67,1.45
"7863","Male",25,179,76.2,2.19
"7864","Female",19,170,72.7,1.49
"7865","Female",21,165,69.7,2.95
"7866","Male",22,171,74.3,1.38
"7867","Male",21,171,68.5,1.3
"7868","Male",18,177,77.3,3.35
"7869","Male",23,189,88.3,1.91
"7870","Female",20,161,65.6,1.42
"7871","Male",21,164,70.9,3.03
"7872","Male",21,171,74.4,1.24
"7873","Male",22,180,75.3,1.94
"7874","Male",20,176,73.2,1.18
"7875","Female",22,171,72.5,1.62
"7876","Male",22,197,97.9,3.78
"7877","Male",20,172,71.9,2.12
"7878","Female",19,155,60.2,2.74
"7879","Female",24,160,68.1,3.16
"7880","Male",22,173,75.1,1.03
"7881","Male",22,195,94,3.82
"7882","Female",18,161,71.1,1.54
"7883","Female",23,153,60.2,2.54
"7884","Male",20,176,73.9,1.49
"7885","Male",21,176,72.1,3.35
"7886","Male",19,186,84,2.04
"7887","Female",23,155,63.3,2.06
"7888","Female",20,165,68.1,1.35
"7889","Female",21,177,78.8,1.65
"7890","Male",23,182,80.2,1.08
"7891","Male",18,184,81.5,2.7
"7892","Male",20,180,76.1,3.02
"7893","Female",21,160,67.2,2.92
"7894","Male",18,160,61.9,1.92
"7895","Female",24,160,62.5,2.9
"7896","Male",24,178,78.7,2.66
"7897","Female",20,165,71.3,2.34
"7898","Female",22,162,66.7,3.56
"7899","Male",19,163,65,1.14
"7900","Female",20,177,77.3,3.99
"7901","Male",19,176,76.4,1.96
"7902","Female",20,173,71.9,3.99
"7903","Female",23,168,70.1,2.76
"7904","Male",22,174,77.5,1.69
"7905","Male",21,190,88.7,1.05
"7906","Female",23,159,68,1.88
"7907","Female",22,175,75.6,3.39
"7908","Female",21,161,67.1,3.48
"7909","Female",24,170,69.4,1.69
"7910","Female",24,153,61.3,2.06
"7911","Male",20,202,106.2,2.54
"7912","Male",24,189,86.2,1.51
"7913","Male",20,168,63.6,1.21
"7914","Male",20,165,71.2,3.4
"7915","Male",21,188,88.8,3.86
"7916","Male",20,176,80.4,1.55
"7917","Male",20,200,101.8,1.93
"7918","Male",18,172,73.5,1.92
"7919","Male",22,188,88.6,2.1
"7920","Male",23,182,79.5,3.28
"7921","Male",23,177,74.3,1.34
"7922","Male",18,196,98.2,2.45
"7923","Female",20,165,74.6,1.38
"7924","Male",20,181,80,3.44
"7925","Female",22,158,61.1,2.56
"7926","Male",25,186,85.3,1.53
"7927","Male",24,196,95.4,2.45
"7928","Male",19,186,83.2,2.14
"7929","Male",20,190,89.1,1.41
"7930","Male",23,186,82.7,1.25
"7931","Male",23,170,63.7,3.97
"7932","Female",21,169,75.2,1.93
"7933","Female",22,164,67.8,3.14
"7934","Male",23,166,68.5,1.76
"7935","Male",20,177,74.2,1.69
"7936","Female",20,154,61.7,2.09
"7937","Male",18,168,72.2,1.07
"7938","Female",21,169,68.1,2.21
"7939","Female",22,159,67.9,1.82
"7940","Male",21,178,76,3.23
"7941","Male",19,186,84.9,1.62
"7942","Female",21,166,65.8,2.26
"7943","Male",22,183,80.6,2.56
"7944","Female",25,166,70.7,1.11
"7945","Male",21,191,93.5,2.87
"7946","Male",20,172,72.7,1.14
"7947","Male",20,180,79.7,3.6
"7948","Male",23,175,79.8,2.11
"7949","Male",52,170,71.7,2.42
"7950","Female",18,162,69.2,1.34
"7951","Male",20,181,76.9,1.7
"7952","Male",21,172,70.2,1.06
"7953","Male",23,167,73.1,3.68
"7954","Female",23,159,59.9,1.21
"7955","Female",21,166,68.6,2.3
"7956","Female",22,158,63.4,1.9
"7957","Male",19,159,65,1.97
"7958","Female",24,171,67.7,3.34
"7959","Female",20,168,68.9,2.76
"7960","Male",21,185,88.5,1.99
"7961","Male",23,184,82.8,1.86
"7962","Female",22,176,76.3,2.89
"7963","Female",61,167,69.2,2.39
"7964","Female",24,167,66.1,1.03
"7965","Male",22,183,80.9,1.73
"7966","Female",20,168,68.9,2.77
"7967","Female",24,165,70.6,1.64
"7968","Female",19,150,61.9,1.25
"7969","Male",20,171,68.8,1.86
"7970","Male",23,188,83.8,1.99
"7971","Male",21,188,84.7,1.01
"7972","Female",20,170,75.3,1.55
"7973","Female",23,158,61.9,2.28
"7974","Male",22,177,77.1,2.52
"7975","Female",22,163,67.4,2.36
"7976","Female",22,165,69,2.37
"7977","Male",23,188,88,3.89
"7978","Male",21,159,61.2,2.02
"7979","Male",20,188,90.7,1.1
"7980","Female",21,168,71.5,2.63
"7981","Male",23,171,67.3,1.3
"7982","Female",22,161,71.3,3.49
"7983","Female",20,170,75.6,2.58
"7984","Female",22,163,65.1,1.76
"7985","Male",21,180,83.1,1.02
"7986","Male",22,190,85.7,1.49
"7987","Male",25,186,81,3.63
"7988","Female",21,169,75.5,1.17
"7989","Male",35,182,79.6,2.78
"7990","Male",21,170,68,2.36
"7991","Male",19,169,69.3,2.3
"7992","Male",24,179,76.8,1.36
"7993","Male",23,172,71.2,1.13
"7994","Male",22,183,83.8,3.26
"7995","Male",21,196,96.5,2.49
"7996","Female",20,147,60.3,1.23
"7997","Male",23,200,103.2,1.65
"7998","Female",20,168,71.1,1.79
"7999","Male",20,177,73.3,2.23
"8000","Male",21,174,73.7,2.71
"8001","Female",26,156,66.9,1.07
"8002","Male",20,161,63.2,1.16
"8003","Female",21,161,67.8,1.05
"8004","Male",20,171,66.2,1.87
"8005","Female",21,156,61.3,2.44
"8006","Female",22,155,63.7,2.82
"8007","Female",23,159,67.2,3.89
"8008","Male",26,180,77.4,1.82
"8009","Female",55,152,56.1,1.44
"8010","Female",21,164,65.1,1.2
"8011","Male",25,182,81.3,1.11
"8012","Male",19,182,79.4,1.1
"8013","Male",21,179,79.9,1.17
"8014","Male",22,170,67.4,2.01
"8015","Female",19,155,60.6,1.33
"8016","Female",20,159,64.7,1.24
"8017","Female",22,170,69.4,2.82
"8018","Male",20,184,80.1,1.81
"8019","Male",25,166,68.9,1.1
"8020","Female",21,164,65,1.72
"8021","Female",23,161,69.1,2.13
"8022","Female",21,173,71.6,1.01
"8023","Male",24,175,74.5,3.65
"8024","Male",19,174,67.6,1.17
"8025","Female",21,159,58.5,3.58
"8026","Male",23,178,75.8,1.05
"8027","Male",34,172,75.1,1.13
"8028","Male",22,186,85.1,2.01
"8029","Male",32,175,72.1,1.5
"8030","Male",20,194,95.9,2.19
"8031","Male",22,176,79.3,2.57
"8032","Female",23,161,67.6,1.52
"8033","Female",22,158,58.7,1.66
"8034","Female",22,165,64.5,3.02
"8035","Female",22,164,66,1.12
"8036","Female",21,163,64.3,3.17
"8037","Female",21,168,70.1,3.86
"8038","Female",20,148,56.1,1.73
"8039","Female",19,170,63,1.09
"8040","Female",21,171,67.8,1.59
"8041","Female",20,170,72.3,1.91
"8042","Female",19,144,57.5,1.89
"8043","Female",26,166,63,3.06
"8044","Male",21,178,78.5,2.35
"8045","Female",22,157,63.1,2.72
"8046","Female",20,169,69.6,1.02
"8047","Male",21,172,74.6,2.05
"8048","Female",21,180,83.9,1.01
"8049","Female",21,176,75.7,1.1
"8050","Male",24,173,70.4,1.84
"8051","Male",23,189,87.5,2.68
"8052","Male",19,180,73.9,1.84
"8053","Male",19,162,67.1,1.2
"8054","Female",20,169,71.7,1.95
"8055","Male",50,177,74.6,1.98
"8056","Male",23,171,70.5,2.6
"8057","Male",60,193,90.6,2.85
"8058","Female",20,147,61.6,1.96
"8059","Female",21,167,67.3,2.05
"8060","Female",19,170,72.8,2.14
"8061","Male",58,180,76.2,2.75
"8062","Male",22,189,84.7,3.6
"8063","Female",20,168,71.7,1.95
"8064","Female",21,168,65.7,3.86
"8065","Female",22,159,67,2.07
"8066","Female",21,153,66.8,3.91
"8067","Female",21,154,61.6,2.91
"8068","Male",22,182,81.9,2.54
"8069","Male",56,177,77.3,3.72
"8070","Male",22,168,70.9,1.42
"8071","Male",19,187,83.6,3.43
"8072","Female",22,165,69.1,3.67
"8073","Female",62,163,64.3,3.75
"8074","Male",20,181,80.2,2.13
"8075","Male",21,179,77.3,1.28
"8076","Female",19,170,71.8,1.31
"8077","Female",24,174,71,1.59
"8078","Male",23,182,81.5,2.89
"8079","Male",20,186,88.1,1.73
"8080","Female",22,174,76.7,1.28
"8081","Female",23,169,66.6,1.24
"8082","Female",20,157,67.8,1.84
"8083","Female",22,182,84.6,2.08
"8084","Female",19,169,72.3,2.77
"8085","Male",26,178,80.7,3.06
"8086","Male",25,178,77.7,3.23
"8087","Male",21,183,80.5,2.99
"8088","Male",22,159,64.3,2.64
"8089","Female",22,154,65.7,3.96
"8090","Male",20,176,74.6,3.25
"8091","Male",22,173,69.9,1.38
"8092","Male",23,181,82.4,4
"8093","Male",22,175,77.1,1.94
"8094","Female",19,161,66.6,1.13
"8095","Female",20,168,69.1,1.73
"8096","Male",21,165,65.7,1.98
"8097","Male",20,178,81.4,2.6
"8098","Male",22,176,73.9,1.2
"8099","Female",22,165,65.3,1.45
"8100","Male",20,164,65.5,2.85
"8101","Female",19,172,73.6,1.29
"8102","Female",22,158,61.7,2.36
"8103","Male",20,177,78,1.28
"8104","Female",22,179,76.8,1.7
"8105","Male",20,175,77.2,2.54
"8106","Male",21,194,96.1,1.72
"8107","Female",19,158,59.6,1.12
"8108","Male",25,182,82.5,2.55
"8109","Female",23,161,65,2.62
"8110","Male",20,171,70.1,1.88
"8111","Male",25,189,89.1,1.84
"8112","Female",21,169,68.6,3.22
"8113","Male",21,172,73.2,2.59
"8114","Male",19,192,94.5,1.51
"8115","Male",20,167,71.6,3.52
"8116","Female",21,170,72,2.87
"8117","Female",24,175,74.8,2.16
"8118","Female",24,160,69.4,1.85
"8119","Male",21,191,86.6,3.51
"8120","Male",22,178,81.5,2.02
"8121","Male",21,188,86.3,1.58
"8122","Male",22,174,71.1,2.58
"8123","Female",20,156,65.9,3.74
"8124","Male",19,181,80.8,1.53
"8125","Male",23,195,99.8,1.07
"8126","Female",19,168,70.9,3.94
"8127","Male",20,186,86.3,1.05
"8128","Male",22,166,69.9,1.87
"8129","Female",58,165,67.1,3.17
"8130","Male",19,179,76.7,1.52
"8131","Female",24,157,67.1,2.81
"8132","Female",20,163,66.3,1.83
"8133","Male",20,181,80,1.84
"8134","Female",22,165,65.9,1.35
"8135","Male",22,178,79.3,3.5
"8136","Female",20,148,58.5,2.73
"8137","Male",24,198,101.2,2.52
"8138","Female",24,172,74.3,1.22
"8139","Male",21,181,83.1,3.37
"8140","Male",22,192,91.9,3.28
"8141","Male",22,196,99.2,3.5
"8142","Male",19,180,81.5,1.58
"8143","Female",21,167,63.3,1.36
"8144","Female",20,172,68.5,1.62
"8145","Female",22,163,70.8,1.09
"8146","Female",22,150,63.3,1.84
"8147","Female",19,164,68.6,3.49
"8148","Female",21,186,80.6,2.57
"8149","Male",27,176,73.2,1.18
"8150","Male",23,184,81.9,1.93
"8151","Male",20,158,64.6,3
"8152","Male",58,183,84.3,2.13
"8153","Male",19,166,72.4,2.45
"8154","Female",19,154,60.3,3.13
"8155","Male",21,180,77,3.6
"8156","Male",21,174,72.9,4
"8157","Male",23,176,76.1,2.53
"8158","Female",23,170,68.4,1.2
"8159","Female",42,165,66.1,1.68
"8160","Female",20,162,67.1,2.32
"8161","Female",22,157,65.4,1.56
"8162","Male",22,195,94.8,2.39
"8163","Female",24,156,59.8,1.2
"8164","Female",22,168,68.2,1.43
"8165","Male",21,190,82.3,2.66
"8166","Male",22,176,74.4,1.88
"8167","Male",20,174,74,3.23
"8168","Male",23,184,84.1,3.07
"8169","Male",21,177,71.6,2.99
"8170","Female",22,160,62.9,1.64
"8171","Male",19,182,76.8,1.84
